"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Less than 16 years","Total","18.9",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Less than 16 years","Males","18.0",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Less than 16 years","Females","20.2",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","23.4",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Males","21.0",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Females","26.0",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 54 years","Total","18.4",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 54 years","Males","17.7",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 54 years","Females","19.1",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","55 years or over","Total","20.5",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","55 years or over","Males","17.8",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","55 years or over","Females","23.0",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Total","Total","28",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Estonia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Estonia","Thousand persons","Total","Total","318",""
"2016","Estonia","Thousand persons","Total","Males","134",""
"2016","Estonia","Thousand persons","Total","Females","185",""
"2016","Estonia","Thousand persons","Less than 16 years","Total","46",""
"2016","Estonia","Thousand persons","Less than 16 years","Males","24",""
"2016","Estonia","Thousand persons","Less than 16 years","Females","22",""
"2016","Estonia","Thousand persons","From 16 to 24 years","Total","27",""
"2016","Estonia","Thousand persons","From 16 to 24 years","Males","13",""
"2016","Estonia","Thousand persons","From 16 to 24 years","Females","14",""
"2016","Estonia","Thousand persons","From 25 to 54 years","Total","103",""
"2016","Estonia","Thousand persons","From 25 to 54 years","Males","55",""
"2016","Estonia","Thousand persons","From 25 to 54 years","Females","48",""
"2016","Estonia","Thousand persons","55 years or over","Total","142",""
"2016","Estonia","Thousand persons","55 years or over","Males","42",""
"2016","Estonia","Thousand persons","55 years or over","Females","100",""
"2016","Estonia","Percentage","Total","Total","24.4",""
"2016","Estonia","Percentage","Total","Males","21.9",""
"2016","Estonia","Percentage","Total","Females","26.7",""
"2016","Estonia","Percentage","Less than 16 years","Total","20.7",""
"2016","Estonia","Percentage","Less than 16 years","Males","21.2",""
"2016","Estonia","Percentage","Less than 16 years","Females","20.2",""
"2016","Estonia","Percentage","From 16 to 24 years","Total","22.4",""
"2016","Estonia","Percentage","From 16 to 24 years","Males","21.0",""
"2016","Estonia","Percentage","From 16 to 24 years","Females","24.0",""
"2016","Estonia","Percentage","From 25 to 54 years","Total","18.9",""
"2016","Estonia","Percentage","From 25 to 54 years","Males","19.9",""
"2016","Estonia","Percentage","From 25 to 54 years","Females","17.9",""
"2016","Estonia","Percentage","55 years or over","Total","34.3",""
"2016","Estonia","Percentage","55 years or over","Males","26.3",""
"2016","Estonia","Percentage","55 years or over","Females","39.3",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Total","Total","110",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Ireland","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Ireland","Thousand persons","Total","Total","1,160",""
"2016","Ireland","Thousand persons","Total","Males","548",""
"2016","Ireland","Thousand persons","Total","Females","612",""
"2016","Ireland","Thousand persons","Less than 16 years","Total","290",""
"2016","Ireland","Thousand persons","Less than 16 years","Males","149",""
"2016","Ireland","Thousand persons","Less than 16 years","Females","141",""
"2016","Ireland","Thousand persons","From 16 to 24 years","Total","186",""
"2016","Ireland","Thousand persons","From 16 to 24 years","Males","94",""
"2016","Ireland","Thousand persons","From 16 to 24 years","Females","92",""
"2016","Ireland","Thousand persons","From 25 to 54 years","Total","412",""
"2016","Ireland","Thousand persons","From 25 to 54 years","Males","176",""
"2016","Ireland","Thousand persons","From 25 to 54 years","Females","236",""
"2016","Ireland","Thousand persons","55 years or over","Total","271",""
"2016","Ireland","Thousand persons","55 years or over","Males","129",""
"2016","Ireland","Thousand persons","55 years or over","Females","142",""
"2016","Ireland","Percentage","Total","Total","24.4",""
"2016","Ireland","Percentage","Total","Males","23.3",""
"2016","Ireland","Percentage","Total","Females","25.5",""
"2016","Ireland","Percentage","Less than 16 years","Total","26.8",""
"2016","Ireland","Percentage","Less than 16 years","Males","26.8",""
"2016","Ireland","Percentage","Less than 16 years","Females","26.8",""
"2016","Ireland","Percentage","From 16 to 24 years","Total","31.6",""
"2016","Ireland","Percentage","From 16 to 24 years","Males","30.0",""
"2016","Ireland","Percentage","From 16 to 24 years","Females","33.4",""
"2016","Ireland","Percentage","From 25 to 54 years","Total","21.9",""
"2016","Ireland","Percentage","From 25 to 54 years","Males","19.7",""
"2016","Ireland","Percentage","From 25 to 54 years","Females","23.8",""
"2016","Ireland","Percentage","55 years or over","Total","22.8",""
"2016","Ireland","Percentage","55 years or over","Males","22.0",""
"2016","Ireland","Percentage","55 years or over","Females","23.5",""
"2016","Greece","Cumulative difference from 2008, in thousands","Total","Total","743",""
"2016","Greece","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Greece","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Greece","Thousand persons","Total","Total","3,789",""
"2016","Greece","Thousand persons","Total","Males","1,786",""
"2016","Greece","Thousand persons","Total","Females","2,003",""
"2016","Greece","Thousand persons","Less than 16 years","Total","594",""
"2016","Greece","Thousand persons","Less than 16 years","Males","311",""
"2016","Greece","Thousand persons","Less than 16 years","Females","284",""
"2016","Greece","Thousand persons","From 16 to 24 years","Total","440",""
"2016","Greece","Thousand persons","From 16 to 24 years","Males","219",""
"2016","Greece","Thousand persons","From 16 to 24 years","Females","221",""
"2016","Greece","Thousand persons","From 25 to 54 years","Total","1,711",""
"2016","Greece","Thousand persons","From 25 to 54 years","Males","830",""
"2016","Greece","Thousand persons","From 25 to 54 years","Females","880",""
"2016","Greece","Thousand persons","55 years or over","Total","1,045",""
"2016","Greece","Thousand persons","55 years or over","Males","427",""
"2016","Greece","Thousand persons","55 years or over","Females","618",""
"2016","Greece","Percentage","Total","Total","35.6",""
"2016","Greece","Percentage","Total","Males","34.4",""
"2016","Greece","Percentage","Total","Females","36.6",""
"2016","Greece","Percentage","Less than 16 years","Total","36.3",""
"2016","Greece","Percentage","Less than 16 years","Males","36.7",""
"2016","Greece","Percentage","Less than 16 years","Females","35.9",""
"2016","Greece","Percentage","From 16 to 24 years","Total","48.7",""
"2016","Greece","Percentage","From 16 to 24 years","Males","48.8",""
"2016","Greece","Percentage","From 16 to 24 years","Females","48.6",""
"2016","Greece","Percentage","From 25 to 54 years","Total","38.3",""
"2016","Greece","Percentage","From 25 to 54 years","Males","37.3",""
"2016","Greece","Percentage","From 25 to 54 years","Females","39.2",""
"2016","Greece","Percentage","55 years or over","Total","28.7",""
"2016","Greece","Percentage","55 years or over","Males","25.6",""
"2016","Greece","Percentage","55 years or over","Females","31.3",""
"2016","Spain","Cumulative difference from 2008, in thousands","Total","Total","2,040",""
"2016","Spain","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Spain","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Spain","Thousand persons","Total","Total","12,827",""
"2016","Spain","Thousand persons","Total","Males","6,312",""
"2016","Spain","Thousand persons","Total","Females","6,514",""
"2016","Spain","Thousand persons","Less than 16 years","Total","2,363",""
"2016","Spain","Thousand persons","Less than 16 years","Males","1,243",""
"2016","Spain","Thousand persons","Less than 16 years","Females","1,120",""
"2016","Spain","Thousand persons","From 16 to 24 years","Total","1,611",""
"2016","Spain","Thousand persons","From 16 to 24 years","Males","810",""
"2016","Spain","Thousand persons","From 16 to 24 years","Females","801",""
"2016","Spain","Thousand persons","From 25 to 54 years","Total","6,073",""
"2016","Spain","Thousand persons","From 25 to 54 years","Males","3,028",""
"2016","Spain","Thousand persons","From 25 to 54 years","Females","3,045",""
"2016","Spain","Thousand persons","55 years or over","Total","2,781",""
"2016","Spain","Thousand persons","55 years or over","Males","1,232",""
"2016","Spain","Thousand persons","55 years or over","Females","1,548",""
"2016","Spain","Percentage","Total","Total","27.9",""
"2016","Spain","Percentage","Total","Males","28.0",""
"2016","Spain","Percentage","Total","Females","27.9",""
"2016","Spain","Percentage","Less than 16 years","Total","31.7",""
"2016","Spain","Percentage","Less than 16 years","Males","32.3",""
"2016","Spain","Percentage","Less than 16 years","Females","31.0",""
"2016","Spain","Percentage","From 16 to 24 years","Total","40.3",""
"2016","Spain","Percentage","From 16 to 24 years","Males","39.7",""
"2016","Spain","Percentage","From 16 to 24 years","Females","41.0",""
"2016","Spain","Percentage","From 25 to 54 years","Total","29.7",""
"2016","Spain","Percentage","From 25 to 54 years","Males","29.5",""
"2016","Spain","Percentage","From 25 to 54 years","Females","29.9",""
"2016","Spain","Percentage","55 years or over","Total","19.8",""
"2016","Spain","Percentage","55 years or over","Males","19.2",""
"2016","Spain","Percentage","55 years or over","Females","20.3",""
"2016","France","Cumulative difference from 2008, in thousands","Total","Total","313",""
"2016","France","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","France","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","France","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","France","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","France","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","France","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","France","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","France","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","France","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","France","Thousand persons","Total","Total","11,463",""
"2016","France","Thousand persons","Total","Males","5,265",""
"2016","France","Thousand persons","Total","Females","6,198",""
"2016","France","Thousand persons","Less than 16 years","Total","2,672",""
"2016","France","Thousand persons","Less than 16 years","Males","1,346",""
"2016","France","Thousand persons","Less than 16 years","Females","1,325",""
"2016","France","Thousand persons","From 16 to 24 years","Total","1,833",""
"2016","France","Thousand persons","From 16 to 24 years","Males","901",""
"2016","France","Thousand persons","From 16 to 24 years","Females","932",""
"2016","France","Thousand persons","From 25 to 54 years","Total","4,279",""
"2016","France","Thousand persons","From 25 to 54 years","Males","1,989",""
"2016","France","Thousand persons","From 25 to 54 years","Females","2,289",""
"2016","France","Thousand persons","55 years or over","Total","2,679",""
"2016","France","Thousand persons","55 years or over","Males","1,029",""
"2016","France","Thousand persons","55 years or over","Females","1,650",""
"2016","France","Percentage","Total","Total","18.2",""
"2016","France","Percentage","Total","Males","17.3",""
"2016","France","Percentage","Total","Females","19.1",""
"2016","France","Percentage","Less than 16 years","Total","22.1",""
"2016","France","Percentage","Less than 16 years","Males","21.8",""
"2016","France","Percentage","Less than 16 years","Females","22.5",""
"2016","France","Percentage","From 16 to 24 years","Total","28.3",""
"2016","France","Percentage","From 16 to 24 years","Males","27.7",""
"2016","France","Percentage","From 16 to 24 years","Females","28.9",""
"2016","France","Percentage","From 25 to 54 years","Total","17.9",""
"2016","France","Percentage","From 25 to 54 years","Males","16.9",""
"2016","France","Percentage","From 25 to 54 years","Females","18.9",""
"2016","France","Percentage","55 years or over","Total","13.1",""
"2016","France","Percentage","55 years or over","Males","11.1",""
"2016","France","Percentage","55 years or over","Females","14.8",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Total","Total","-162",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Croatia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Croatia","Thousand persons","Total","Total","1,159",""
"2016","Croatia","Thousand persons","Total","Males","547",""
"2016","Croatia","Thousand persons","Total","Females","612",""
"2016","Croatia","Thousand persons","Less than 16 years","Total","166",""
"2016","Croatia","Thousand persons","Less than 16 years","Males","81",""
"2016","Croatia","Thousand persons","Less than 16 years","Females","85",""
"2016","Croatia","Thousand persons","From 16 to 24 years","Total","129",""
"2016","Croatia","Thousand persons","From 16 to 24 years","Males","66",""
"2016","Croatia","Thousand persons","From 16 to 24 years","Females","63",""
"2016","Croatia","Thousand persons","From 25 to 54 years","Total","421",""
"2016","Croatia","Thousand persons","From 25 to 54 years","Males","228",""
"2016","Croatia","Thousand persons","From 25 to 54 years","Females","193",""
"2016","Croatia","Thousand persons","55 years or over","Total","443",""
"2016","Croatia","Thousand persons","55 years or over","Males","172",""
"2016","Croatia","Thousand persons","55 years or over","Females","271",""
"2016","Croatia","Percentage","Total","Total","27.9",""
"2016","Croatia","Percentage","Total","Males","27.3",""
"2016","Croatia","Percentage","Total","Females","28.6",""
"2016","Croatia","Percentage","Less than 16 years","Total","25.4",""
"2016","Croatia","Percentage","Less than 16 years","Males","24.0",""
"2016","Croatia","Percentage","Less than 16 years","Females","26.8",""
"2016","Croatia","Percentage","From 16 to 24 years","Total","29.8",""
"2016","Croatia","Percentage","From 16 to 24 years","Males","29.8",""
"2016","Croatia","Percentage","From 16 to 24 years","Females","29.9",""
"2016","Croatia","Percentage","From 25 to 54 years","Total","25.0",""
"2016","Croatia","Percentage","From 25 to 54 years","Males","27.0",""
"2016","Croatia","Percentage","From 25 to 54 years","Females","23.0",""
"2016","Croatia","Percentage","55 years or over","Total","32.2",""
"2016","Croatia","Percentage","55 years or over","Males","28.5",""
"2016","Croatia","Percentage","55 years or over","Females","35.0",""
"2016","Italy","Cumulative difference from 2008, in thousands","Total","Total","3,055",""
"2016","Italy","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Italy","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Italy","Thousand persons","Total","Total","18,137",""
"2016","Italy","Thousand persons","Total","Males","8,561",""
"2016","Italy","Thousand persons","Total","Females","9,576",""
"2016","Italy","Thousand persons","Less than 16 years","Total","2,939",""
"2016","Italy","Thousand persons","Less than 16 years","Males","1,515",""
"2016","Italy","Thousand persons","Less than 16 years","Females","1,424",""
"2016","Italy","Thousand persons","From 16 to 24 years","Total","1,918",""
"2016","Italy","Thousand persons","From 16 to 24 years","Males","1,026",""
"2016","Italy","Thousand persons","From 16 to 24 years","Females","892",""
"2016","Italy","Thousand persons","From 25 to 54 years","Total","7,945",""
"2016","Italy","Thousand persons","From 25 to 54 years","Males","3,929",""
"2016","Italy","Thousand persons","From 25 to 54 years","Females","4,016",""
"2016","Italy","Thousand persons","55 years or over","Total","5,334",""
"2016","Italy","Thousand persons","55 years or over","Males","2,090",""
"2016","Italy","Thousand persons","55 years or over","Females","3,244",""
"2016","Italy","Percentage","Total","Total","30.0",""
"2016","Italy","Percentage","Total","Males","29.1",""
"2016","Italy","Percentage","Total","Females","30.8",""
"2016","Italy","Percentage","Less than 16 years","Total","32.8",""
"2016","Italy","Percentage","Less than 16 years","Males","32.8",""
"2016","Italy","Percentage","Less than 16 years","Females","32.7",""
"2016","Italy","Percentage","From 16 to 24 years","Total","36.1",""
"2016","Italy","Percentage","From 16 to 24 years","Males","37.4",""
"2016","Italy","Percentage","From 16 to 24 years","Females","34.7",""
"2016","Italy","Percentage","From 25 to 54 years","Total","31.5",""
"2016","Italy","Percentage","From 25 to 54 years","Males","31.2",""
"2016","Italy","Percentage","From 25 to 54 years","Females","31.8",""
"2016","Italy","Percentage","55 years or over","Total","25.4",""
"2016","Italy","Percentage","55 years or over","Males","22.1",""
"2016","Italy","Percentage","55 years or over","Females","28.1",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Total","Total","53",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Cyprus","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Cyprus","Thousand persons","Total","Total","234",""
"2016","Cyprus","Thousand persons","Total","Males","109",""
"2016","Cyprus","Thousand persons","Total","Females","125",""
"2016","Cyprus","Thousand persons","Less than 16 years","Total","44",""
"2016","Cyprus","Thousand persons","Less than 16 years","Males","23",""
"2016","Cyprus","Thousand persons","Less than 16 years","Females","21",""
"2016","Cyprus","Thousand persons","From 16 to 24 years","Total","34",""
"2016","Cyprus","Thousand persons","From 16 to 24 years","Males","17",""
"2016","Cyprus","Thousand persons","From 16 to 24 years","Females","17",""
"2016","Cyprus","Thousand persons","From 25 to 54 years","Total","98",""
"2016","Cyprus","Thousand persons","From 25 to 54 years","Males","46",""
"2016","Cyprus","Thousand persons","From 25 to 54 years","Females","52",""
"2016","Cyprus","Thousand persons","55 years or over","Total","58",""
"2016","Cyprus","Thousand persons","55 years or over","Males","23",""
"2016","Cyprus","Thousand persons","55 years or over","Females","35",""
"2016","Cyprus","Percentage","Total","Total","27.7",""
"2016","Cyprus","Percentage","Total","Males","26.6",""
"2016","Cyprus","Percentage","Total","Females","28.7",""
"2016","Cyprus","Percentage","Less than 16 years","Total","29.3",""
"2016","Cyprus","Percentage","Less than 16 years","Males","29.7",""
"2016","Cyprus","Percentage","Less than 16 years","Females","29.0",""
"2016","Cyprus","Percentage","From 16 to 24 years","Total","30.5",""
"2016","Cyprus","Percentage","From 16 to 24 years","Males","30.2",""
"2016","Cyprus","Percentage","From 16 to 24 years","Females","30.7",""
"2016","Cyprus","Percentage","From 25 to 54 years","Total","26.6",""
"2016","Cyprus","Percentage","From 25 to 54 years","Males","26.4",""
"2016","Cyprus","Percentage","From 25 to 54 years","Females","26.8",""
"2016","Cyprus","Percentage","55 years or over","Total","26.9",""
"2016","Cyprus","Percentage","55 years or over","Males","22.6",""
"2016","Cyprus","Percentage","55 years or over","Females","30.8",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Total","Total","-186",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Total","Males",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Total","Females",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Less than 16 years","Total",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Less than 16 years","Males",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","Less than 16 years","Females",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Total",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Males",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 16 to 24 years","Females",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Total",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Males",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","From 25 to 54 years","Females",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","55 years or over","Total",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","55 years or over","Males",":",""
"2016","Latvia","Cumulative difference from 2008, in thousands","55 years or over","Females",":",""
"2016","Latvia","Thousand persons","Total","Total","554",""
"2016","Latvia","Thousand persons","Total","Males","231",""
"2016","Latvia","Thousand persons","Total","Females","322",""
"2016","Latvia","Thousand persons","Less than 16 years","Total","75",""
"2016","Latvia","Thousand persons","Less than 16 years","Males","40",""
"2016","Latvia","Thousand persons","Less than 16 years","Females","35",""
"2016","Latvia","Thousand persons","From 16 to 24 years","Total","50",""
"2016","Latvia","Thousand persons","From 16 to 24 years","Males","25",""
"2016","Latvia","Thousand persons","From 16 to 24 years","Females","24",""
"2016","Latvia","Thousand persons","From 25 to 54 years","Total","178",""
"2016","Latvia","Thousand persons","From 25 to 54 years","Males","86",""
"2016","Latvia","Thousand persons","From 25 to 54 years","Females","92",""
"2016","Latvia","Thousand persons","55 years or over","Total","250",""
"2016","Latvia","Thousand persons","55 years or over","Males","79",""
"2016","Latvia","Thousand persons","55 years or over","Females","171",""
"2016","Latvia","Percentage","Total","Total","28.5",""
"2016","Latvia","Percentage","Total","Males","26.0",""
"2016","Latvia","Percentage","Total","Females","30.6",""
"2016","Latvia","Percentage","Less than 16 years","Total","23.7",""
"2016","Latvia","Percentage","Less than 16 years","Males","24.9",""
"2016","Latvia","Percentage","Less than 16 years","Females","22.5",""
"2016","Latvia","Percentage","From 16 to 24 years","Total","27.9",""
"2016","Latvia","Percentage","From 16 to 24 years","Males","27.6",""
"2016","Latvia","Percentage","From 16 to 24 years","Females","28.2",""
"2016","Latvia","Percentage","From 25 to 54 years","Total","22.1",""
"2016","Latvia","Percentage","From 25 to 54 years","Males","21.8",""
